"ccode","year","rgdppc","logrgdppc","wbgdppc","wbpec","logwbgdppc","logwbpec","irst","cowpec","cinc","logcowpec","fv1","fv2","fv3","fv4","explogrgdppc","explogwbgdppc"
2,1946,,,,,,,60421,1188144,0.3639884,13.987904,,9.3788424,,7.9698877,9.3788424,7.9698877
2,1947,,,,,,,77015,1315777,0.30994189,14.089939,,9.3750076,,7.9652476,9.3750076,7.9652476
2,1948,,,,,,,80413,1396394,0.2946597,14.149405,,9.3727722,,7.9625435,9.3727722,7.9625435
2,1949,,,,,,,70740,1199344,0.27316639,13.997286,,9.3784895,,7.969461,9.3784895,7.969461
2,1950,12776.54,9.4553661,,,,,87848,1241836,0.28444299,14.032103,,9.3771811,,7.9678779,9.4553661,7.9678779
2,1951,13422.41,9.5046806,,,,,95435,1325948,0.31949949,14.097639,,9.4023476,,7.9648976,9.5046806,7.9648976
2,1952,13616.2,9.5190153,,,,,84520,1309824,0.31136739,14.085404,,9.4070044,,7.9654541,9.5190153,7.9654541
2,1953,13987.87,9.5459461,,,,,101250,1347597,0.31115839,14.113834,,9.4367638,,7.9641609,9.5459461,7.9641609
2,1954,13727.4,9.5271492,,,,,80115,1302449,0.28094009,14.079758,,9.4943657,,7.9657106,9.5271492,7.9657106
2,1955,14532.92,9.5841713,,,,,106173,1415958,0.26642251,14.163318,,9.5262556,,7.9619107,9.5841713,7.9619107
2,1956,14586.76,9.5878696,,,,,104522,1492506,0.2606138,14.215968,,9.5522099,,7.9595165,9.5878696,7.9595165
2,1957,14627.45,9.5906553,,,,,102253,1494767,0.2550486,14.217482,,9.5851517,,7.9594474,9.5906553,7.9594474
2,1958,14220.42,9.5624342,,,,,77342,1437859,0.23446999,14.178666,,9.5928669,,7.9612126,9.5624342,7.9612126
2,1959,15001.48,9.6159039,,,,,84773,1513627,0.2289647,14.23002,,9.6210251,,7.9588776,9.6159039,7.9588776
2,1960,15180.24,9.6277494,3007.1235,5641.7407,8.0087395,8.637948,90067,1421218,0.2154438,14.167026,9.6176033,9.7181597,7.7304988,7.9617419,9.6277494,8.0087395
2,1961,15269.56,9.6336164,3066.563,5612.0796,8.0283127,8.6326771,88917,1447002,0.2106549,14.185005,9.6503935,9.7477722,7.7505927,8.0062723,9.6336164,8.0283127
2,1962,15955.46,9.677556,3243.843,5774.5864,8.0845137,8.6612215,89202,1508570,0.20991141,14.226673,9.671113,9.7970924,7.8064389,8.068222,9.677556,8.0845137
2,1963,16434.49,9.7071371,3374.5151,5986.7842,8.1240072,8.6973095,99120,1589655,0.20796651,14.279028,9.7049217,9.8267164,7.8724699,8.1303625,9.7071371,8.1240072
2,1964,17198.641,9.7525854,3573.9412,6136.938,8.1814241,8.7220812,115281,1610682,0.2029826,14.292169,9.7494984,9.8570824,7.9613996,8.2150526,9.7525854,8.1814241
2,1965,18092.02,9.8032265,3827.5271,6307.8901,8.2499743,8.7495565,119260,1700357,0.2015391,14.34635,9.7827959,9.8850088,8.020916,8.2872391,9.8032265,8.2499743
2,1966,19026.971,9.8536129,4146.3164,6591.3403,8.3299761,8.7935123,121655,1784048,0.2086695,14.394396,9.8219976,9.8990097,8.1018801,8.3243904,9.8536129,8.3299761
2,1967,19260.51,9.8658123,4336.4268,6809.8203,8.3748055,8.8261213,115406,1903194,0.2085481,14.459044,9.8486395,9.9207983,8.1597958,8.3454485,9.8658123,8.3748055
2,1968,20008.83,9.9039288,4695.9233,7073.479,8.4544497,8.8641081,119262,1985402,0.2039257,14.501332,9.8865404,9.9698839,8.1739988,8.3899775,9.9039288,8.4544497
2,1969,20483.4,9.9273701,5032.1445,7332.3687,8.5236015,8.900054,128152,2034492,0.1975469,14.525757,9.9342461,10.016278,8.2489958,8.4688196,9.9273701,8.5236015
2,1970,20333.83,9.9200411,5246.8643,7569.0767,8.5653858,8.9318266,119309,2469126,0.1798439,14.719376,9.9375401,10.114402,8.346734,8.5851536,9.9200411,8.5653858
2,1971,20889.49,9.9470015,5623.4438,7644.5249,8.6346998,8.9417448,109265,2497135,0.1688821,14.730655,10.298621,10.168518,8.7732401,8.642724,9.9470015,8.6346998
2,1972,21921.25,9.9952116,6109.9307,7940.998,8.7176704,8.9797945,120875,2576787,0.1632864,14.762054,10.339069,10.201942,8.9050465,8.7512112,9.9952116,8.7176704
2,1973,23084.529,10.046918,6741.29,8163.604,8.8160067,9.0074406,136804,2672528,0.15719751,14.798535,10.344428,10.219074,9.0991297,8.9550028,10.046918,8.8160067
2,1974,22677.381,10.029123,7242.4175,7909.5864,8.8877106,8.975831,132196,2621686,0.1513209,14.779328,10.283913,10.173418,9.3294735,9.1796598,10.029123,8.8877106
2,1975,22374.92,10.015696,7820.0518,7656.2637,8.9644461,8.9432793,105897,2570153,0.14250229,14.759477,10.280531,10.199223,9.3978662,9.28971,10.015696,8.9644461
2,1976,23452.869,10.062748,8611.416,8100.562,9.0608444,8.9996891,116121,2715656,0.1408845,14.814545,10.316265,10.228251,9.4774246,9.3373766,10.062748,9.0608444
2,1977,24343.039,10.100001,9471.3018,8285.5713,9.1560221,9.0222712,113701,2805234,0.1401722,14.846998,10.332172,10.255281,9.5767813,9.4317617,10.100001,9.1560221
2,1978,25545.15,10.148203,10587.281,8438.4033,9.2674084,9.0405483,124314,2818576,0.1381623,14.851743,10.351283,10.277551,9.6733122,9.5357952,10.148203,9.2674084
2,1979,26046.75,10.167648,11695.541,8327.042,9.3669634,9.0272636,123688,2866804,0.1356744,14.868709,10.332819,10.268378,9.8058453,9.6753244,10.167648,9.3669634
2,1980,25553.73,10.148539,12597.689,7942.2529,9.4412689,8.9799519,101456,2799174,0.1317046,14.844835,10.289955,10.241533,9.9337311,9.7958517,10.148539,9.4412689
2,1981,25977.471,10.164985,13993.141,7647.5381,9.5463228,8.9421387,109614,2713720,0.1365281,14.813831,10.266275,10.239479,9.9143877,9.7966623,10.164985,9.5463228
2,1982,25131.119,10.131863,14438.972,7259.0791,9.5776863,8.890008,67656,2594129,0.1281606,14.768762,10.240017,10.242405,9.8490372,9.777009,10.131863,9.5776863
2,1983,26026.471,10.166869,15561.439,7199.1187,9.6525517,8.8817139,76762,2597045,0.131504,14.769885,10.241559,10.242873,9.8036289,9.7376976,10.166869,9.6525517
2,1984,27750.52,10.231009,17134.273,7443.3198,9.7488356,8.9150724,83940,3177672,0.1313398,14.97166,10.267785,10.255639,9.7871561,9.7353802,10.231009,9.7488356
2,1985,28454.6,10.256065,18269.447,7456.2627,9.8129854,8.91681,80067,3161485,0.13325261,14.966553,10.262818,10.260338,9.7772074,9.7342701,10.256065,9.8129854
2,1986,29013.699,10.275523,19115.031,7376.0962,9.8582306,8.9060001,74032,3285852,0.1320948,15.005136,10.245606,10.262263,9.8384056,9.8074007,10.275523,9.8582306
2,1987,29639.43,10.296861,20100.871,7622.1729,9.9085188,8.938817,80876,3430381,0.1312786,15.048182,10.264809,10.27413,9.931016,9.8981371,10.296861,9.9085188
2,1988,30505.801,10.325672,21483.236,7849.7539,9.975028,8.9682379,90631,3725148,0.13275561,15.130617,10.277351,10.282743,9.9802198,9.9441128,10.325672,9.975028
2,1989,31274.26,10.350551,22922.465,7890.2871,10.039873,8.9733877,87722,3844484,0.1466928,15.16215,10.279908,10.289728,9.9718876,9.9417744,10.350551,10.039873
2,1990,31432.23,10.355589,23954.443,7671.7729,10.083909,8.945303,89726,3936181,0.139376,15.185721,10.323021,10.298983,10.055269,10.018371,10.355589,10.083909
2,1991,30982.811,10.341187,24405.193,7631.4678,10.102551,8.9400358,79738,4041865,0.13559879,15.212217,10.321471,10.311737,10.049519,10.053898,10.341187,10.102551
2,1992,31793.109,10.367005,25492.955,7677.4014,10.146157,8.9460363,84322,4154138,0.1460814,15.239615,10.293909,10.30609,10.049044,10.077826,10.367005,10.146157
2,1993,32473.961,10.388194,26464.822,7709.4966,10.183572,8.9502077,88793,4430624,0.1527098,15.304051,10.274381,10.287612,10.008742,10.038584,10.388194,10.183572
2,1994,33560.699,10.421111,27776.617,7757.8311,10.23195,8.9564581,91244,4455146,0.14482529,15.30957,10.276872,10.282989,10.040304,10.040699,10.421111,10.23195
2,1995,34060.238,10.435886,28782.176,7763.7549,10.267511,8.957221,95191,4678672,0.1406412,15.358525,10.297339,10.304305,10.142204,10.148388,10.435886,10.267511
2,1996,35005.781,10.463268,30068.227,7844.4683,10.311224,8.9675636,95535,4751977,0.1383393,15.374071,10.324356,10.335197,10.191022,10.202757,10.463268,10.311224
2,1997,36198.859,10.496783,31572.689,7828.5811,10.360047,8.9655361,98485,4922493,0.13966,15.409326,10.336058,10.353007,10.19964,10.221444,10.496783,10.360047
2,1998,37353.762,10.528189,32949.199,7803.6978,10.402722,8.9623528,98658,4977176,0.1417342,15.420373,10.323708,10.337049,10.177263,10.19979,10.528189,10.402722
2,1999,38694.109,10.563442,34620.93,7923.2241,10.452213,8.9775534,97427,5043448,0.14288829,15.4336,10.354889,10.365574,10.180898,10.202497,10.563442,10.452213
2,2000,39913.531,10.594471,36449.855,8056.8638,10.503693,8.9942799,101803,5264636,0.14295129,15.476522,10.398351,10.408722,10.215744,10.230665,10.594471,10.503693
2,2001,39814.91,10.591997,37273.617,7827.8862,10.526041,8.9654474,90104,5224415,0.1420117,15.468854,10.396549,10.413748,10.195166,10.228246,10.591997,10.526041
2,2002,39919.66,10.594625,38166.039,7843.3447,10.549702,8.9674206,91587,5276818,0.1434598,15.478834,10.41437,10.432418,10.232378,10.275343,10.594625,10.549702
2,2003,40472.02,10.608366,39677.199,7794.2354,10.588531,8.9611397,93677,5394710,0.14209379,15.50093,10.428695,10.446142,10.349108,10.399042,10.608366,10.588531
2,2004,41475.391,10.632855,41921.809,7881.5786,10.643561,8.9722834,99681,5527871,0.14316881,15.525313,10.470927,10.482417,10.495445,10.530576,10.632855,10.643561
2,2005,42329.648,10.653243,44307.922,7846.4995,10.698918,8.967823,94897,5529642,0.14828961,15.525634,10.536073,10.546493,10.603832,10.645392,10.653243,10.698918
2,2006,43056.73,10.670274,46437.066,7697.6523,10.745853,8.9486704,98557,5497134,0.1463773,15.519737,10.551946,10.572939,10.702837,10.761141,10.670274,10.745853
2,2007,43499.891,10.680513,48061.539,7758.1655,10.780237,8.956501,98102,5548023,0.1421487,15.528953,10.58002,10.597746,10.854061,10.912457,10.680513,10.780237
2,2008,42843.102,10.665299,48401.426,7488.0815,10.787285,8.9210682,,,,,10.594089,,10.997219,,10.665299,10.787285
2,2009,40943.77,10.619955,47001.555,7056.7773,10.757936,8.8617439,,,,,10.608737,,10.889338,,10.619955,10.757936
2,2010,41627.148,10.636508,48374.055,7161.5127,10.786719,8.8764763,,,,,10.63086,,10.972209,,10.636508,10.786719
2,2011,42140.191,10.648757,49781.359,7029.1841,10.815396,8.8578262,,,,,10.633547,,11.073576,,10.648757,10.815396
2,2012,,,51456.66,6814.8232,10.848495,8.8268557,,,,,9.6670465,,11.074821,,9.6670465,10.848495
2,2013,,,52980.043,6908.9331,10.87767,8.8405704,,,,,9.6706362,,11.062004,,9.6706362,10.87767
2,2014,,,54629.496,,10.908329,,,,,,,,,,,10.908329
2,2015,,,,,,,,,,,,,,,,
20,1946,,,,,,,2111,59632,0.015644001,10.995964,,9.2862768,,7.7627573,9.2862768,7.7627573
20,1947,,,,,,,2672,62009,0.013188,11.035051,,9.2848072,,7.7609797,9.2848072,7.7609797
20,1948,,,,,,,2903,68228,0.0125928,11.130625,,9.2812157,,7.7566333,9.2812157,7.7566333
20,1949,,,,,,,2892,63490,0.0128127,11.058654,,9.2839203,,7.7599063,9.2839203,7.7599063
20,1950,11485.21,9.348815,,,,,3070,60887,0.0126052,11.016791,,9.2854939,,7.7618098,9.348815,7.7618098
20,1951,11646.35,9.3627481,,,,,3237,64945,0.0135349,11.081311,,9.3106995,,7.7588758,9.3627481,7.7588758
20,1952,12265.45,9.4145412,,,,,3359,64874,0.0142037,11.080217,,9.3149366,,7.7589259,9.4145412,7.7589259
20,1953,12521.96,9.4352388,,,,,3734,67118,0.0142198,11.114223,,9.3444872,,7.7573791,9.4352388,7.7573791
20,1954,12144.65,9.404644,,,,,2898,67691,0.0133411,11.122724,,9.4004889,,7.7569928,9.404644,7.7569928
20,1955,12879.96,9.4634275,,,,,4114,72628,0.0131893,11.19312,,9.4328728,,7.7537913,9.4634275,7.7537913
20,1956,13597.08,9.5176105,,,,,4809,83921,0.013736,11.337643,,9.4553747,,7.7472191,9.5176105,7.7472191
20,1957,13497.7,9.5102749,,,,,4598,82785,0.0132075,11.324015,,9.4888859,,7.747839,9.5102749,7.747839
20,1958,13450.45,9.5067682,,,,,3955,84364,0.0125974,11.342908,,9.4944315,,7.7469797,9.5067682,7.7469797
20,1959,13628.43,9.5199137,,,,,5354,90080,0.0128275,11.408464,,9.5220566,,7.7439985,9.5199137,7.7439985
20,1960,13825.89,9.5342979,2294.5688,4251.436,7.7383003,8.3550119,5270,94926,0.0124448,11.460863,9.4277525,9.6148539,7.3878088,7.7416158,9.5342979,7.7383003
20,1961,14058.35,9.550972,2231.2939,4307.8208,7.7103367,8.3681879,5886,99412,0.0125685,11.507038,9.4653702,9.6434069,7.417861,7.7848639,9.550972,7.7103367
20,1962,14678.65,9.5941496,2255.23,4451.5601,7.7210073,8.4010096,6507,109109,0.01263,11.600112,9.4872093,9.6907949,7.476016,7.8444757,9.5941496,7.7210073
20,1963,15153.78,9.6260052,2354.8391,4694.1201,7.7642279,8.4540663,7436,112561,0.0124492,11.63126,9.5254593,9.7212152,7.5512071,7.9075804,9.6260052,7.7642279
20,1964,15918.69,9.6752491,2529.5181,4903.6074,7.835784,8.4977264,8282,128155,0.0127586,11.761003,9.5749798,9.7472,7.6503339,7.9869676,9.6752491,7.835784
20,1965,16576.91,9.715766,2739.5859,5153.9326,7.9155622,8.5475149,9132,135644,0.012747,11.817797,9.6141176,9.7750273,7.7218952,8.0590363,9.715766,7.9155622
20,1966,17324.301,9.7598658,3010.7058,5272.6646,8.0099297,8.5702915,9093,141051,0.0121847,11.856884,9.6477757,9.7893658,7.7914262,8.0965939,9.7598658,8.0099297
20,1967,17499.33,9.7699175,3173.0762,5557.2915,8.0624571,8.6228666,8797,151902,0.0120226,11.930998,9.6796436,9.8107986,7.8601198,8.1172228,9.7699175,8.0624571
20,1968,18281.961,9.8136702,3411.0601,5871.5205,8.134778,8.6778688,10161,164716,0.0121025,12.011984,9.7219973,9.8584299,7.8835092,8.1599913,9.8136702,8.134778
20,1969,19050.67,9.8548574,3703.9905,6091.1001,8.2171659,8.7145844,9350,172971,0.0114056,12.060885,9.7699051,9.903904,7.958921,8.2377205,9.8548574,8.2171659
20,1970,19360.279,9.8709784,4115.6572,6476.3887,8.3225536,8.775918,11198,242840.7,0.0120093,12.400165,9.7809353,9.9965525,8.0726175,8.3474302,9.8709784,8.3225536
20,1971,20063.961,9.9066801,4579.2729,6530.3354,8.4292955,8.784214,11040,258255.8,0.0121747,12.46171,10.141592,10.048779,8.4982481,8.4027147,9.9066801,8.4292955
20,1972,20954.84,9.9501247,5133.7861,6933.6064,8.5435991,8.8441353,11859,292970.81,0.0124754,12.587831,10.187765,10.078644,8.6418619,8.5068941,9.9501247,8.5435991
20,1973,21862.109,9.9925098,5861.6611,7123.3794,8.6761885,8.8711376,13386,313955.81,0.0124323,12.657011,10.192955,10.094547,8.835597,8.709199,9.9925098,8.6761885
20,1974,20446.619,9.9255724,7032.748,7100.5479,8.8583326,8.8679276,13623,321082.19,0.0125804,12.679456,10.139874,10.047326,9.0812721,8.931962,9.9255724,8.8583326
20,1975,20664.789,9.9361868,7478.5347,7150.1069,8.9197922,8.8748827,13025,317106.59,0.0124603,12.666996,10.146832,10.072852,9.1709919,9.0416756,9.9361868,8.9197922
20,1976,21646.859,9.9826155,8770.3486,7272.5498,9.0791321,8.8918619,13290,319833.91,0.0122465,12.67556,10.172245,10.103629,9.2292643,9.0914574,9.9826155,9.0791321
20,1977,22124.859,10.004457,8879.2227,7409.5298,9.0914698,8.9105225,13581,329997.09,0.0122423,12.706842,10.187126,10.130703,9.3265038,9.1858959,10.004457,9.0914698
20,1978,22945.881,10.040894,9082.21,7538.8428,9.1140728,8.927824,14898,336226.81,0.0121561,12.725544,10.205981,10.152448,9.4225082,9.2892942,10.040894,9.1140728
20,1979,22926.939,10.040068,9997.1982,7837.7695,9.2100601,8.9667091,16078,355904.19,0.0122483,12.78242,10.201172,10.141776,9.5832043,9.4270086,10.040068,9.2100601
20,1980,22269.891,10.010991,11118.484,7804.2202,9.3163643,8.9624195,15901,358075.19,0.0122626,12.788501,10.169569,10.113805,9.7343149,9.546174,10.010991,9.3163643
20,1981,22718.289,10.030926,12279.061,7530.9453,9.4156504,8.9267759,14811,350470.91,0.0122387,12.767035,10.146457,10.111392,9.7161427,9.5465508,10.030926,9.4156504
20,1982,22266.539,10.01084,12437.625,7149.3442,9.4284811,8.8747759,11871,332254.59,0.0116481,12.71366,10.120233,10.11463,9.6508636,9.5272751,10.01084,9.4284811
20,1983,23001.23,10.043303,13368.907,7051.6294,9.5006866,8.8610144,12832,337859.91,0.0118277,12.73039,10.120343,10.114511,9.6025028,9.4872532,10.043303,9.5006866
20,1984,24237.75,10.095667,13768.879,7341.519,9.5301666,8.9013014,14699,418555.31,0.0118372,12.944567,10.148383,10.126812,9.5897703,9.4843731,10.095667,9.5301666
20,1985,25386.689,10.14198,13991.215,7439.3423,9.5461845,8.9145374,13459,418920.91,0.0114103,12.945439,10.146425,10.131286,9.5860291,9.4829903,10.14198,9.5461845
20,1986,25987.211,10.165359,14335.744,7492.1133,9.5705109,8.9216061,14081,426317.69,0.0115082,12.962942,10.133893,10.134003,9.6568785,9.5570793,10.165359,9.5705109
20,1987,27534.59,10.223198,16158.987,7641.3242,9.6902313,8.9413261,14737,450791.41,0.0117335,13.018763,10.149667,10.14539,9.7424192,9.6472349,10.223198,9.6902313
20,1988,28487.49,10.25722,18814.564,7854.9722,9.8423862,8.9689016,15193,482256.81,0.0118674,13.086234,10.161728,10.154566,9.7906265,9.6938906,10.25722,9.8423862
20,1989,29005.34,10.275235,20586.557,7933.5669,9.932394,8.978858,15458,486668.59,0.0123878,13.095341,10.165542,10.162393,9.7848892,9.6925726,10.275235,9.932394
20,1990,28589.43,10.260793,21302.396,7504.7935,9.9665747,8.9232969,12281,498385.69,0.0116063,13.119131,10.201464,10.171639,9.8534384,9.7691593,10.260793,9.9665747
20,1991,27646.83,10.227266,21591.139,7388.3823,9.9800386,8.9076643,12987,500841,0.0123652,13.124046,10.197201,10.185205,9.8420916,9.8056679,10.227266,9.9800386
20,1992,27550.93,10.223791,20692.723,7479.4775,9.9375372,8.9199181,13924,498542.31,0.0124408,13.119446,10.171275,10.18076,9.8449926,9.8310499,10.223791,9.9375372
20,1993,27706.57,10.229424,19936.377,7641.5146,9.900301,8.9413509,14387,517304.69,0.0124252,13.156389,10.156265,10.163316,9.8140097,9.7930584,10.229424,9.900301
20,1994,28649.311,10.262885,19785.68,7834.8931,9.8927135,8.9663429,13897,513871.81,0.0120203,13.149731,10.163661,10.15915,9.855689,9.7957277,10.262885,9.8927135
20,1995,29436.109,10.289977,20509.004,7861.6304,9.9286194,8.9697495,14415,517566,0.011727,13.156895,10.18482,10.182037,9.9590158,9.9053173,10.289977,9.9286194
20,1996,29645.699,10.297072,21129.436,7956.6987,9.9584227,8.9817696,14735,548685.13,0.0116868,13.215281,10.212276,10.21132,10.008739,9.9577389,10.297072,9.9584227
20,1997,30348.109,10.32049,21709.297,7965.5195,9.9854956,8.9828777,15553,577041.69,0.0116001,13.265672,10.224798,10.22856,10.01905,9.9757376,10.32049,9.9854956
20,1998,30576.721,10.327994,20875.248,7837.5205,9.9463196,8.9666777,15930,593114.38,0.0118511,13.293144,10.209042,10.211985,9.989646,9.9533367,10.327994,9.9463196
20,1999,32271.58,10.381942,22109.604,8011.6343,10.003767,8.9886503,16235,594470,0.0118983,13.295427,10.241995,10.240922,9.9969368,9.9565401,10.381942,10.003767
20,2000,33686.559,10.424854,24031.951,8173.6665,10.087139,9.0086727,16595,642984.19,0.01182,13.373877,10.286321,10.282734,10.033563,9.9830933,10.424854,10.087139
20,2001,33344.629,10.414652,23573.75,7974.1626,10.067889,8.9839621,15276,658831.88,0.011386,13.398225,10.285598,10.286556,10.015208,9.9792185,10.414652,10.067889
20,2002,32781.828,10.39763,23995.016,7920.1104,10.085602,8.9771605,16002,662650.31,0.0112931,13.404004,10.301122,10.305385,10.047684,10.026505,10.39763,10.085602
20,2003,33786.488,10.427816,28026.006,8272.1807,10.240889,9.0206537,15929,687163.38,0.0109833,13.440329,10.328474,10.318574,10.191283,10.149558,10.427816,10.240889
20,2004,34303.57,10.443005,31830.012,8364.8174,10.368165,9.0317898,16305,699730.5,0.0108033,13.458452,10.370704,10.355084,10.337618,10.281377,10.443005,10.368165
20,2005,35533.988,10.478245,36028.234,8378.8291,10.492058,9.0334635,15327,698313.38,0.0107274,13.456425,10.437455,10.419248,10.449315,10.3963,10.478245,10.492058
20,2006,34670.43,10.453643,40243.551,8355.1738,10.602705,9.0306358,15493,673840.69,0.0104488,13.420751,10.457601,10.446814,10.557133,10.513403,10.453643,10.602705
20,2007,34724.012,10.455187,44328.477,8076.3975,10.699383,8.9967012,15572,707232.13,0.0106829,13.469115,10.474744,10.470149,10.685811,10.662937,10.455187,10.699383
20,2008,33006.82,10.404469,46400.441,7952.2139,10.745065,8.9812059,,,,,10.494031,,10.839732,,10.404469,10.745065
20,2009,32612.34,10.392446,40764.141,7411.4214,10.615558,8.9107771,,,,,10.505773,,10.725857,,10.392446,10.615558
20,2010,32726.41,10.395938,47463.633,7390.373,10.767719,8.9079332,,,,,10.523296,,10.799239,,10.395938,10.767719
20,2011,32266.58,10.381787,52086.535,7366.6401,10.860662,8.9047174,,,,,10.530022,,10.908938,,10.381787,10.860662
20,2012,,,52733.473,7225.6821,10.873006,8.885397,,,,,9.5665712,,10.916471,,9.5665712,10.873006
20,2013,,,52305.258,7149.3062,10.864852,8.8747702,,,,,9.5637894,,10.890515,,9.5637894,10.864852
20,2014,,,50271.074,,10.825185,,,,,,,,,,,10.825185
20,2015,,,,,,,,,,,,,,,,
31,1973,34778.191,10.456746,3696.6428,,8.2151804,,0,19010.301,0.0003212,9.8527889,,9.5769119,,8.0911875,10.456746,8.2151804
31,1974,15772.5,9.6660233,3416.5869,,8.1363974,,0,15960.03,0.00026969999,9.6779051,,9.5371075,,8.3229246,9.6660233,8.1363974
31,1975,14013.65,9.5477867,3156.468,,8.057209,,0,15446.43,0.00026060001,9.6451979,,9.5633945,,8.4335594,9.5477867,8.057209
31,1976,14277.85,9.5664644,3328.5815,,8.110301,,0,13079.72,0.0002124,9.4788942,,9.6007433,,8.491293,9.5664644,8.110301
31,1977,14871.33,9.6071901,3617.1228,,8.1934338,,0,20515.82,0.00031559999,9.9289999,,9.6120768,,8.5666857,9.6071901,8.1934338
31,1978,17453.641,9.7673035,4130.792,,8.3262243,,0,13336.98,0.0002021,9.4983711,,9.6507082,,8.6905174,9.7673035,8.3262243
31,1979,18041.789,9.8004456,5531.9897,,8.6183033,,0,12244.69,0.0001793,9.4129295,,9.6453848,,8.8347034,9.8004456,8.6183033
31,1980,14587.67,9.5879316,6338.6499,,8.7544212,,0,14390.49,0.0002332,9.5743923,,9.6115742,,8.9468031,9.5879316,8.7544212
31,1981,12648.34,9.445281,6622.4395,,8.7982187,,0,11265.46,0.00019209999,9.3295851,,9.6175556,,8.9573364,9.445281,8.7982187
31,1982,14003.85,9.5470877,7165.1343,,8.8769817,,0,12330.27,0.000207,9.4198933,,9.6153936,,8.9315271,9.5470877,8.8769817
31,1983,14880.41,9.6078005,7695.0063,,8.9483271,,0,11071.27,0.0001859,9.3121986,,9.6199512,,8.8971634,9.6078005,8.9483271
31,1984,17393.24,9.7638369,8873.7305,,9.0908508,,0,8534.9463,0.0001217,9.0520411,,9.6500788,,8.9158535,9.7638369,9.0908508
31,1985,18427.689,9.8216095,9888.6162,,9.1991396,,0,1360.552,5.3100001e-05,7.2163806,,9.7235756,,8.9979887,9.8216095,9.1991396
31,1986,17592.561,9.7752314,10339.478,,9.2437248,,0,111.1657,3.44e-05,4.7199774,,9.8207741,,9.1863995,9.7752314,9.2437248
31,1987,18884.801,9.8461123,11150.781,,9.3192644,,0,111.4114,3.44e-05,4.7221656,,9.8341761,,9.2789936,9.8461123,9.3192644
31,1988,17581.68,9.7746124,11381.96,,9.3397846,,0,111.7799,4.5600002e-05,4.7254381,,9.8457651,,9.3285694,9.7746124,9.3397846
31,1989,18414.25,9.8208799,12157.789,,9.4057255,,0,113.6224,5.8000001e-05,4.7416434,,9.8533258,,9.3269281,9.8208799,9.4057255
31,1990,16909.02,9.7356024,12350.881,2517.447,9.421483,7.8310008,0,116.6933,5.06e-05,4.7680821,9.8155174,9.8624725,9.5316648,9.4033937,9.7356024,9.421483
31,1991,16790.01,9.7285395,11914.813,,9.3855371,,0,139.4178,4.2600001e-05,4.944622,,9.8695879,,9.4320984,9.7285395,9.3855371
31,1992,16832.561,9.7310705,11682.129,,9.3658152,,0,143.1028,4.3799999e-05,4.9705272,,9.8639975,,9.4560938,9.7310705,9.3658152
31,1993,16245.74,9.6955862,11402.651,,9.3416014,,0,149.4902,4.7099998e-05,5.0138979,,9.8463106,,9.4178095,9.6955862,9.3416014
31,1994,15974.79,9.6787672,11812.122,,9.3768816,,0,156.9832,3.58e-05,5.0624886,,9.8400688,,9.4179659,9.6787672,9.3768816
31,1995,15874.93,9.6724968,12239.828,,9.4124508,,0,160.1769,3.4799999e-05,5.0825024,,9.8624725,,9.5269709,9.6724968,9.4124508
31,1996,18776,9.8403349,12717.061,,9.4506998,,0,164.59891,3.4500001e-05,5.1095686,,9.8929329,,9.5808163,9.8403349,9.4506998
31,1997,17953.381,9.7955341,17288.057,,9.7577715,,0,173.68871,3.4000001e-05,5.1630054,,9.910059,,9.5986767,9.7955341,9.7577715
31,1998,19651.5,9.8859091,18456.99,,9.8231983,,0,188.1833,3.4699999e-05,5.2427163,,9.8915205,,9.5739002,9.8859091,9.8231983
31,1999,22412.721,10.017384,20505.947,,9.9284706,,0,197.3959,4.2e-05,5.2902646,,9.9187555,,9.5750456,10.017384,9.9284706
31,2000,23171.199,10.050666,21241.166,,9.9636965,,0,209.4337,4.2299998e-05,5.3491707,,9.9613028,,9.6024876,10.050666,9.9636965
31,2001,22006.68,9.9991016,21497.309,,9.9756832,,0,218.3842,4.2200001e-05,5.3908243,,9.9644737,,9.597826,9.9991016,9.9756832
31,2002,25810.58,10.15854,22505.404,,10.021511,,0,235.75011,4.1700001e-05,5.4670053,,9.9806566,,9.6419115,10.15854,10.021511
31,2003,23151.939,10.049834,22008.434,,9.9991808,,0,250.0834,4.0200001e-05,5.525785,,9.9930019,,9.7639427,10.049834,9.9991808
31,2004,21371.199,9.969799,21995.52,2058.6658,9.9985943,7.6298132,0,262.59091,4.1300002e-05,5.5743985,9.9037046,10.028366,9.8486671,9.8943748,9.969799,9.9985943
31,2005,23310.949,10.056679,23405.879,2113.9402,10.060742,7.6563087,0,266.07639,4.1499999e-05,5.5875349,9.9769526,10.09196,9.9737654,10.008609,10.056679,10.060742
31,2006,20725.449,9.9391174,23721.156,2102.4355,10.074122,7.6508517,0,267.62949,4.2700001e-05,5.5933332,9.9964104,10.117967,10.080163,10.123825,9.9391174,10.074122
31,2007,22246.641,10.009946,24306.143,2071.5305,10.098484,7.6360431,0,269.5831,4.3700002e-05,5.6005793,10.018559,10.142848,10.219167,10.27523,10.009946,10.098484
31,2008,20423.32,9.9244328,23657.365,,10.07143,,,,,,,,,,9.9244328,10.07143
31,2009,21075.15,9.9558496,22043.012,,10.000751,,,,,,,,,,9.9558496,10.000751
